"title","url","summary","source","publication_date","date_found","vulnerable_populations","needs_review","severity","status","reviewer_notes","relevance_score"
"Artificial intelligence on the edge of ethics: how ChatGPT became a source of dangerous advice for young people - UA.NEWS","https://news.google.com/rss/articles/CBMivAFBVV95cUxOY3BlMlRvN3pZaXZFQ1lVZW02QlljQlZIc2NLZTQ4WndaRnJOWm5jOUJkN0tJTDgzS1dRQVU3ckUyUHV0WldjTmlSMGh1VWlrbDJ3X1NQTWx6WFdaV0VJY2gtNVNrRVR6UGlSV3Jsak5ybUU0U1gtWkxnV0ZOajRFWkUyWlN2bC1WQTk4MGRnRFo4dEhmel9PbFpQRURJSFo0UHJ5M1lub0ttYWJVemYzY3c4RmtzNGcxSDl2UQ?oc=5","Artificial intelligence on the edge of ethics: how ChatGPT became a source of dangerous advice for young people UA.NEWS","Google News: AI chatbot dangerous advice","2025-11-07","2025-11-12 14:11:21","minors","True","","discovered","","35.0"
"Study says ChatGPT giving teens dangerous advice on drugs, alcohol and suicide - PBS","https://news.google.com/rss/articles/CBMiswFBVV95cUxNLXVFVjVKcmN6RXdyV1E3N084ZTdBanI2SWF3S0plZkNabm9EVzBvc1Zsb2VRRU9KOWQ3Vy13TjcxLVMxMkxGdnRpTGQ2clNGQUFJLTRxZzN1TS1rNVA4SjZSM1V1WlZteVJtdDNYSnhqWGdjeDI1TnpXV0lnSjRFZmNER2JjYWFRN0NGRHBVSUlnOHBEYXd2eVVabTliSkRHY1RSREk2elB2dnhfYkpmX3FNa9IBuAFBVV95cUxQQnM5Tk9zYmdyNkE1dzRfR2I5RVN2OHlPaVJyM2x4YW9lTVdvQm1rNkNPOG14cGxLYkM2YXktWllhYTNZWW5rRW9rU2VreHJMYTVWVHQxandYSTk2OXlTTDJUaWV5SFpJV0NBbGNHRWNnd3JIRTA4WlEycElFWUFSV0ZXLXdJN2l3dFdCQV8xWXFBRTUwUVVnN08wY0ZyazFSVHlLVktkNXR1VnZJcWlGTVdaM3I0S1RO?oc=5","Study says ChatGPT giving teens dangerous advice on drugs, alcohol and suicide PBS","Google News: ChatGPT mental health harm","","2025-11-12 14:16:41","mental_health, minors","True","","discovered","","35.0"
"Building Trust in Mental Health Chatbots: Safety Metrics and LLM-Based Evaluation Tools","http://arxiv.org/abs/2408.04650v2","Objective: This study aims to develop and validate an evaluation framework to ensure the safety and reliability of mental health chatbots, which are increasingly popular due to their accessibility, human-like interactions, and context-aware support. Future work should extend evaluations to accuracy, bias, empathy, and privacy to ensure holistic assessment and responsible integration into healthcare. Standardized evaluations will build trust among users and professionals, facilitating broader ...","arXiv","2024-08-03","2025-11-12 14:12:27","mental_health, medical","True","","discovered","Research paper","33.0"
"Chain of Alignment: Integrating Public Will with Expert Intelligence for Language Model Alignment","http://arxiv.org/abs/2411.10534v1","We introduce a method to measure the alignment between public will and language model (LM) behavior that can be applied to fine-tuning, online oversight, and pre-release safety checks. We validate our approach by applying it across three different domains of LM prompts related to mental health. We then show that rules developed by mental health experts to achieve those objectives enable a RBR that evaluates an LM response's alignment with the objectives similarly to human experts (Pearson's $...","arXiv","2024-11-15","2025-11-12 14:12:34","mental_health","True","","discovered","Research paper","33.0"
"Just a Scratch: Enhancing LLM Capabilities for Self-harm Detection through Intent Differentiation and Emoji Interpretation","http://arxiv.org/abs/2506.05073v1","Self-harm detection on social media is critical for early intervention and mental health support, yet remains challenging due to the subtle, context-dependent nature of such expressions. We evaluate the framework on three state-of-the-art LLMs-Llama 3, Mental-Alpaca, and MentalLlama, across zero-shot, few-shot, and fine-tuned scenarios. By coupling intent differentiation with contextual cues, our approach commendably enhances LLM performance in both detection and explanation tasks, effectivel...","arXiv","2025-06-05","2025-11-12 14:12:59","mental_health","True","","discovered","Research paper","33.0"
"Tradeoffs Between Alignment and Helpfulness in Language Models with Steering Methods","http://arxiv.org/abs/2401.16332v5","Representation engineering yields gains in alignment oriented tasks such as resistance to adversarial attacks and reduction of social biases, but was also shown to cause a decrease in the ability of the model to perform basic tasks. First, we find that under the conditions of our framework, alignment can be guaranteed with representation engineering, and at the same time that helpfulness is harmed in the process. We validate our findings empirically, and chart the boundaries to the usefulness...","arXiv","2024-01-29","2025-11-12 14:12:35","","True","","discovered","Research paper","31.0"
"Immunization against harmful fine-tuning attacks","http://arxiv.org/abs/2402.16382v2","Large Language Models (LLMs) are often trained with safety guards intended to prevent harmful text generation. While this emerging threat (harmful fine-tuning attacks) has been characterized by previous work, there is little understanding of how we should proceed in constructing and validating defenses against these attacks especially in the case where defenders would not have control of the fine-tuning process. We introduce a formal framework based on the training budget of an attacker which...","arXiv","2024-02-26","2025-11-12 14:13:00","","True","","discovered","Research paper","31.0"
"Antidote: Post-fine-tuning Safety Alignment for Large Language Models against Harmful Fine-tuning","http://arxiv.org/abs/2408.09600v3","Safety aligned Large Language Models (LLMs) are vulnerable to harmful fine-tuning attacks -- a few harmful data mixed in the fine-tuning dataset can break the LLMs's safety alignment. While several defenses have been proposed, our evaluation shows that existing defenses fail \\textit{when some specific training hyper-parameters are chosen} -- a large learning rate or a large number of training epochs in the fine-tuning stage can easily invalidate the defense. Despite its embarrassing simplicit...","arXiv","2024-08-18","2025-11-12 14:13:01","","True","","discovered","Research paper","31.0"
"Large Language Models in Ambulatory Devices for Home Health Diagnostics: A case study of Sickle Cell Anemia Management","http://arxiv.org/abs/2305.03715v1","This study investigates the potential of an ambulatory device that incorporates Large Language Models (LLMs) in cadence with other specialized ML models to assess anemia severity in sickle cell patients in real time. The device would rely on sensor data that measures angiogenic material levels to assess anemia severity, providing real-time information to patients and clinicians to reduce the frequency of vaso-occlusive crises because of the early detection of anemia severity, allowing for tim...","arXiv","2023-05-05","2025-11-12 14:12:04","medical","True","","discovered","Research paper","30.0"
"Simple synthetic data reduces sycophancy in large language models","http://arxiv.org/abs/2308.03958v2","In this paper, we study the prevalence of sycophancy in language models and propose a simple synthetic-data intervention to reduce this behavior. Adding these data in a lightweight finetuning step can significantly reduce sycophantic behavior on held-out prompts. Code for generating synthetic data for intervention can be found at https://github.com/google/sycophancy-intervention.","arXiv","2023-08-07","2025-11-12 14:12:03","","True","","discovered","Research paper","30.0"
"This AI Research from DeepMind Aims at Reducing Sycophancy in Large Language Models (LLMs) Using Simple Synthetic Data - MarkTechPost","https://news.google.com/rss/articles/CBMi7gFBVV95cUxNVExFV09taVh1M1pPdmtLM3ZHT25FSXBJdzQ3QUlBTW9UZEpySUdNMEdJSzloQlB3T1Z1UnFWQU9ybnFNWmlGZFB1akw2bEpjeURFQ24wQ3RnbFNodWhMYUF6c2NjeE1WSlVpeWo1U3BJd0V6YU1kYU5rWHlBN3ZiU19vS0VZbWwteXRaajJYV0JXc0ljcDBDWllIVFpKNmVULUw5bzc0cnRTaUpLOFZVeTJtMkVaa0tPel9vaXFCUllSQXc4S3BpTjJnclk2VGZuRFc0b2ZOaUZHSnpCMmVKTGp3c0ZhOUQ2X3NXeUtn?oc=5","This AI Research from DeepMind Aims at Reducing Sycophancy in Large Language Models (LLMs) Using Simple Synthetic Data MarkTechPost","Google News: AI sycophancy 2023","2023-08-13","2025-11-12 14:07:20","","True","","discovered","","30.0"
"AI chatbots become more sycophantic as they get more advanced - New Scientist","https://news.google.com/rss/articles/CBMiqwFBVV95cUxPX05GOFNFNWJYUkJPb1hQaFNXTjZBYmJybzRkT2ozT0lKY3RhTUJWX04xVG9xbUo0S1BRUnpyOWVkM2c0ZjJZY29yMWR0U24weUtVMFlTeERFTEJtZkRjZjM1d2hHaFJpMkZKQ2JlbGxob21KZXhIMmVPMzl5bVk0T0VNRTRkT0ludEFYa2VFT0NUNTUyLTgyOUdKX1pCZ3JMQlpycUlzV1lQQTQ?oc=5","AI chatbots become more sycophantic as they get more advanced New Scientist","Google News: AI sycophancy 2023","2023-08-18","2025-11-12 14:06:59","","True","","discovered","","30.0"
"Using Large Language Models for Knowledge Engineering (LLMKE): A Case Study on Wikidata","http://arxiv.org/abs/2309.08491v1","In this work, we explore the use of Large Language Models (LLMs) for knowledge engineering tasks in the context of the ISWC 2023 LM-KBC Challenge. These results demonstrate that the knowledge of LLMs varies significantly depending on the domain and that further experimentation is required to determine the circumstances under which LLMs can be used for automatic Knowledge Base (e.g., Wikidata) completion and correction. The investigation of the results also suggests the promising contribution ...","arXiv","2023-09-15","2025-11-12 14:12:05","minors","True","","discovered","Research paper","30.0"
"A Long Way to Go: Investigating Length Correlations in RLHF","http://arxiv.org/abs/2310.03716v2","Great success has been reported using Reinforcement Learning from Human Feedback (RLHF) to align large language models, with open preference datasets enabling wider experimentation, particularly for ""helpfulness"" in tasks like dialogue and web question answering. This paper demonstrates, on three diverse settings, that optimizing for response length is, much more than previously thought, a significant factor behind RLHF. Indeed, we find that even a purely length-based reward reproduces most d...","arXiv","2023-10-05","2025-11-12 14:12:43","","True","","discovered","Research paper","30.0"
"Towards Understanding Sycophancy in Language Models","http://arxiv.org/abs/2310.13548v4","But human feedback may also encourage model responses that match user beliefs over truthful ones, a behaviour known as sycophancy. We first demonstrate that five state-of-the-art AI assistants consistently exhibit sycophancy across four varied free-form text-generation tasks. Overall, our results indicate that sycophancy is a general behavior of state-of-the-art AI assistants, likely driven in part by human preference judgments favoring sycophantic responses.","arXiv","2023-10-20","2025-11-12 14:12:03","","True","","discovered","Research paper","30.0"
"A Theoretical Framework for Partially Observed Reward-States in RLHF","http://arxiv.org/abs/2402.03282v3","The growing deployment of reinforcement learning from human feedback (RLHF) calls for a deeper theoretical investigation of its underlying models. We then discuss the benefits of a model-free method like GOLF with naive history-summarization in settings with recursive internal states and dense intermediate feedback. For this purpose, we define a new history aware version of the Bellman-eluder dimension and give a new guarantee for GOLF in our setting, which can be exponentially sharper in ill...","arXiv","2024-02-05","2025-11-12 14:12:42","","True","","discovered","Research paper","30.0"
"Sycophancy to Subterfuge: Investigating Reward-Tampering in Large Language Models","http://arxiv.org/abs/2406.10162v3","In this paper, we study whether Large Language Model (LLM) assistants which find easily discovered forms of specification gaming will generalize to perform rarer and more blatant forms, up to and including reward-tampering. Strikingly, a small but non-negligible proportion of the time, LLM assistants trained on the full curriculum generalize zero-shot to directly rewriting their own reward function. These results demonstrate that LLMs can generalize from common forms of specification gaming t...","arXiv","2024-06-14","2025-11-12 14:12:04","","True","","discovered","Research paper","30.0"
"PARIKSHA: A Large-Scale Investigation of Human-LLM Evaluator Agreement on Multilingual and Multi-Cultural Data","http://arxiv.org/abs/2406.15053v2","We build leaderboards for two evaluation settings - pairwise comparison and direct assessment and analyze the agreement between humans and LLMs. We find that humans and LLMs agree fairly well in the pairwise setting but the agreement drops for direct assessment evaluation especially for languages such as Bengali and Odia. Our work presents a significant step towards scaling up multilingual evaluation of LLMs.","arXiv","2024-06-21","2025-11-12 14:13:00","","True","","discovered","Research paper","30.0"
"Offline Energy-Optimal LLM Serving: Workload-Based Energy Models for LLM Inference on Heterogeneous Systems","http://arxiv.org/abs/2407.04014v1","However, the energy consumed through LLM model inference remains a major challenge for sustainable AI deployment. To address this problem, we model the workload-dependent energy consumption and runtime of LLM inference tasks on heterogeneous GPU-CPU systems. Through a case study, we demonstrate the advantages of energy and accuracy aware scheduling compared to existing best practices.","arXiv","2024-07-04","2025-11-12 14:12:20","","True","","discovered","Research paper","30.0"
"GermanPartiesQA: Benchmarking Commercial Large Language Models for Political Bias and Sycophancy","http://arxiv.org/abs/2407.18008v1","LLMs are changing the way humans create and interact with content, potentially affecting citizens' political opinions and voting decisions. As LLMs increasingly shape our digital information ecosystems, auditing to evaluate biases, sycophancy, or steerability has emerged as an active field of research. First, we develop the benchmark dataset GermanPartiesQA based on the Voting Advice Application Wahl-o-Mat covering 10 state and 1 national elections between 2021 and 2023.","arXiv","2024-07-25","2025-11-12 14:12:04","","True","","discovered","Research paper","30.0"
"More Questions than Answers? Lessons from Integrating Explainable AI into a Cyber-AI Tool","http://arxiv.org/abs/2408.04746v1","Specifically, we briefly describe a preliminary case study on the use of XAI for source code classification, where accurate assessment and timeliness are paramount. Moreover, we find that popular XAI techniques offer fewer insights for real-time human-AI workflows when they are post hoc and too localized in their explanations. We outline unaddressed gaps in practical and effective XAI, then touch on how emerging technologies like Large Language Models (LLMs) could mitigate these existing obst...","arXiv","2024-08-08","2025-11-12 14:12:12","","True","","discovered","Research paper","30.0"
"Sycophancy in Vision-Language Models: A Systematic Analysis and an Inference-Time Mitigation Framework","http://arxiv.org/abs/2408.11261v2","We curate leading queries and quantify the susceptibility of state-of-the-art LVLMs to prompt-induced bias, revealing consistent performance degradation and instability across models and tasks. Extensive experiments demonstrate that this framework effectively mitigates sycophancy across all evaluated models, while maintaining performance on neutral prompts. Our results suggest that sycophancy in LVLMs is a general and urgent challenge, and that inference-time strategies offer a promising path...","arXiv","2024-08-21","2025-11-12 14:12:03","elderly","True","","discovered","Research paper","30.0"
"From Yes-Men to Truth-Tellers: Addressing Sycophancy in Large Language Models with Pinpoint Tuning","http://arxiv.org/abs/2409.01658v3","Large Language Models (LLMs) tend to prioritize adherence to user prompts over providing veracious responses, leading to the sycophancy issue. Recent works propose to employ supervised fine-tuning (SFT) to mitigate the sycophancy issue, while it typically leads to the degeneration of LLMs' general capability. Specifically, SPT first reveals and verifies a small percentage (<5%) of the basic modules, which significantly affect a particular behavior of LLMs.","arXiv","2024-09-03","2025-11-12 14:12:03","","True","","discovered","Research paper","30.0"
"Accounting for Sycophancy in Language Model Uncertainty Estimation","http://arxiv.org/abs/2410.14746v1","Effective human-machine collaboration requires machine learning models to externalize uncertainty, so users can reflect and intervene when necessary. For language models, these representations of uncertainty may be impacted by sycophancy bias: proclivity to agree with users, even if they are wrong. From these results, we argue that externalizing both model and user uncertainty can help to mitigate the impacts of sycophancy bias.","arXiv","2024-10-17","2025-11-12 14:12:03","","True","","discovered","Research paper","30.0"
"Mitigating Sycophancy in Decoder-Only Transformer Architectures: Synthetic Data Intervention","http://arxiv.org/abs/2411.10156v5","To address the sycophancy problem caused by reinforcement learning from human feedback in large language models, this research applies synthetic data intervention technology to the decoder-only transformer architecture. Based on the research gaps in the existing literature, the researcher designed an experimental process to reduce the tendency of models to cater by generating diversified data, and used GPT4o as an experimental tool for verification. The results show that the SDI training mode...","arXiv","2024-11-15","2025-11-12 14:12:04","","True","","discovered","Research paper","30.0"
"Value Imprint: A Technique for Auditing the Human Values Embedded in RLHF Datasets","http://arxiv.org/abs/2411.11937v1","To investigate the viability of this framework, we conducted three case study experiments by auditing the Anthropic/hh-rlhf, OpenAI WebGPT Comparisons, and Alpaca GPT-4-LLM datasets to examine the human values embedded within them. During the first phase, we developed a taxonomy of human values through an integrated review of prior works from philosophy, axiology, and ethics. During the second phase, we employed the labels generated from the annotation as ground truth data for training a tran...","arXiv","2024-11-18","2025-11-12 14:12:44","","True","","discovered","Research paper","30.0"
